TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;COD_CAND;VOTOS_CAND
4;2015;5;1;8;9;59;5;15;VOX;33
4;2015;5;1;8;9;59;5;16;C's;86
4;2015;5;1;8;9;59;5;16;IMAGINA BUR;118
4;2015;5;1;8;9;59;5;16;PCAS-TC;4
4;2015;5;1;8;9;59;5;16;PP;316
4;2015;5;1;8;9;59;5;16;PSOE;109
4;2015;5;1;8;9;59;5;16;PORBUR;23
4;2015;5;1;8;9;59;5;16;SAIn;3
4;2015;5;1;8;9;59;5;16;UPYD;14
4;2015;5;1;8;9;59;5;16;VOX;16
4;2015;5;1;8;9;59;5;17;C's;68
4;2015;5;1;8;9;59;5;17;IMAGINA BUR;80
4;2015;5;1;8;9;59;5;17;PCAS-TC;1
4;2015;5;1;8;9;59;5;17;PP;199
4;2015;5;1;8;9;59;5;17;PSOE;67
4;2015;5;1;8;9;59;5;17;PORBUR;8
4;2015;5;1;8;9;59;5;17;SAIn;3
4;2015;5;1;8;9;59;5;17;UPYD;11
4;2015;5;1;8;9;59;5;17;VOX;10
4;2015;5;1;8;9;59;5;43;C's;152
4;2015;5;1;8;9;59;5;43;IMAGINA BUR;126
4;2015;5;1;8;9;59;5;43;PCAS-TC;11
4;2015;5;1;8;9;59;5;43;PP;141
4;2015;5;1;8;9;59;5;43;PSOE;137
4;2015;5;1;8;9;59;5;43;PORBUR;24
4;2015;5;1;8;9;59;5;43;SAIn;1
4;2015;5;1;8;9;59;5;43;UPYD;26
4;2015;5;1;8;9;59;5;43;VOX;14
4;2015;5;1;8;9;59;5;44;C's;67
4;2015;5;1;8;9;59;5;44;IMAGINA BUR;140
4;2015;5;1;8;9;59;5;44;PCAS-TC;5
4;2015;5;1;8;9;59;5;44;PP;85
4;2015;5;1;8;9;59;5;44;PSOE;147
4;2015;5;1;8;9;59;5;44;PORBUR;14
4;2015;5;1;8;9;59;5;44;SAIn;14
4;2015;5;1;8;9;59;5;44;UPYD;12
4;2015;5;1;8;9;59;5;44;VOX;16
4;2015;5;1;8;9;59;5;45;C's;117
4;2015;5;1;8;9;59;5;45;IMAGINA BUR;186
4;2015;5;1;8;9;59;5;45;PCAS-TC;11
4;2015;5;1;8;9;59;5;45;PP;168
4;2015;5;1;8;9;59;5;45;PSOE;219
4;2015;5;1;8;9;59;5;45;PORBUR;23
4;2015;5;1;8;9;59;5;45;SAIn;3
4;2015;5;1;8;9;59;5;45;UPYD;25
4;2015;5;1;8;9;59;5;45;VOX;11
4;2015;5;1;8;9;59;9;39;C's;58
4;2015;5;1;8;9;59;9;39;IMAGINA BUR;156
4;2015;5;1;8;9;59;9;39;PCAS-TC;7
4;2015;5;1;8;9;59;9;39;PP;95
4;2015;5;1;8;9;59;9;39;PSOE;156
4;2015;5;1;8;9;59;9;39;PORBUR;16
4;2015;5;1;8;9;59;9;39;SAIn;5
4;2015;5;1;8;9;59;9;39;UPYD;13
4;2015;5;1;8;9;59;9;39;VOX;7
4;2015;5;1;8;9;59;9;40;C's;98
4;2015;5;1;8;9;59;9;40;IMAGINA BUR;162
4;2015;5;1;8;9;59;9;40;PCAS-TC;16
4;2015;5;1;8;9;59;9;40;PP;123
4;2015;5;1;8;9;59;9;40;PSOE;231
4;2015;5;1;8;9;59;9;40;PORBUR;20
4;2015;5;1;8;9;59;9;40;SAIn;5
4;2015;5;1;8;9;59;9;40;UPYD;16
4;2015;5;1;8;9;59;9;40;VOX;6
4;2015;5;1;8;9;59;9;41;C's;152
4;2015;5;1;8;9;59;9;41;IMAGINA BUR;198
4;2015;5;1;8;9;59;9;41;PCAS-TC;14
4;2015;5;1;8;9;59;9;41;PP;257
4;2015;5;1;8;9;59;9;41;PSOE;270
4;2015;5;1;8;9;59;9;41;PORBUR;18
4;2015;5;1;8;9;59;9;41;SAIn;2
4;2015;5;1;8;9;59;9;41;UPYD;37
4;2015;5;1;8;9;59;9;41;VOX;15
4;2015;5;1;8;9;59;9;42;C's;100
4;2015;5;1;8;9;59;9;42;IMAGINA BUR;162
4;2015;5;1;8;9;59;9;42;PCAS-TC;7
4;2015;5;1;8;9;59;9;42;PP;118
4;2015;5;1;8;9;59;9;42;PSOE;132
4;2015;5;1;8;9;59;9;42;PORBUR;24
4;2015;5;1;8;9;59;9;42;SAIn;3
4;2015;5;1;8;9;59;9;42;UPYD;16
4;2015;5;1;8;9;59;9;42;VOX;10
4;2015;5;1;8;9;59;9;43;C's;253
4;2015;5;1;8;9;59;9;43;IMAGINA BUR;258
4;2015;5;1;8;9;59;9;43;PCAS-TC;13
4;2015;5;1;8;9;59;9;43;PP;219
4;2015;5;1;8;9;59;9;43;PSOE;275
4;2015;5;1;8;9;59;9;43;PORBUR;18
4;2015;5;1;8;9;59;9;43;SAIn;4
4;2015;5;1;8;9;59;9;43;UPYD;26
4;2015;5;1;8;9;59;9;43;VOX;17
4;2015;5;1;8;9;59;3;3;C's;86
4;2015;5;1;8;9;59;3;3;IMAGINA BUR;158
4;2015;5;1;8;9;59;3;3;PCAS-TC;7
4;2015;5;1;8;9;59;3;3;PP;191
4;2015;5;1;8;9;59;3;3;PSOE;181
4;2015;5;1;8;9;59;3;3;PORBUR;14
4;2015;5;1;8;9;59;3;3;SAIn;2
4;2015;5;1;8;9;59;3;3;UPYD;20
4;2015;5;1;8;9;59;3;3;VOX;8
4;2015;5;1;8;9;59;3;4;C's;36
4;2015;5;1;8;9;59;3;4;IMAGINA BUR;62
4;2015;5;1;8;9;59;3;4;PCAS-TC;2
4;2015;5;1;8;9;59;3;4;PP;141
4;2015;5;1;8;9;59;3;4;PSOE;105
4;2015;5;1;8;9;59;3;4;PORBUR;7
4;2015;5;1;8;9;59;3;4;SAIn;0
4;2015;5;1;8;9;59;3;4;UPYD;7
4;2015;5;1;8;9;59;3;4;VOX;6
4;2015;5;1;8;9;59;3;5;C's;150
4;2015;5;1;8;9;59;3;5;IMAGINA BUR;268
4;2015;5;1;8;9;59;3;5;PCAS-TC;16
4;2015;5;1;8;9;59;3;5;PP;225
4;2015;5;1;8;9;59;3;5;PSOE;219
4;2015;5;1;8;9;59;3;5;PORBUR;31
4;2015;5;1;8;9;59;3;5;SAIn;10
4;2015;5;1;8;9;59;3;5;UPYD;39
4;2015;5;1;8;9;59;3;5;VOX;23
4;2015;5;1;8;9;59;5;18;C's;86
4;2015;5;1;8;9;59;5;18;IMAGINA BUR;64
4;2015;5;1;8;9;59;5;18;PCAS-TC;0
4;2015;5;1;8;9;59;5;18;PP;249
4;2015;5;1;8;9;59;5;18;PSOE;43
4;2015;5;1;8;9;59;5;18;PORBUR;11
4;2015;5;1;8;9;59;5;18;SAIn;2
4;2015;5;1;8;9;59;5;18;UPYD;10
4;2015;5;1;8;9;59;5;18;VOX;15
4;2015;5;1;8;9;59;5;19;C's;48
4;2015;5;1;8;9;59;5;19;IMAGINA BUR;107
4;2015;5;1;8;9;59;5;19;PCAS-TC;1
4;2015;5;1;8;9;59;5;19;PP;202
4;2015;5;1;8;9;59;5;19;PSOE;89
4;2015;5;1;8;9;59;5;19;PORBUR;13
4;2015;5;1;8;9;59;5;19;SAIn;6
4;2015;5;1;8;9;59;5;19;UPYD;11
4;2015;5;1;8;9;59;5;19;VOX;13
4;2015;5;1;8;9;59;5;20;C's;48
4;2015;5;1;8;9;59;5;20;IMAGINA BUR;112
4;2015;5;1;8;9;59;5;20;PCAS-TC;1
4;2015;5;1;8;9;59;5;20;PP;150
4;2015;5;1;8;9;59;5;20;PSOE;114
4;2015;5;1;8;9;59;5;20;PORBUR;5
4;2015;5;1;8;9;59;5;20;SAIn;8
4;2015;5;1;8;9;59;5;20;UPYD;15
4;2015;5;1;8;9;59;5;20;VOX;12
4;2015;5;1;8;9;59;5;21;C's;44
4;2015;5;1;8;9;59;5;21;IMAGINA BUR;97
4;2015;5;1;8;9;59;5;21;PCAS-TC;2
4;2015;5;1;8;9;59;5;21;PP;215
4;2015;5;1;8;9;59;5;21;PSOE;86
4;2015;5;1;8;9;59;5;21;PORBUR;20
4;2015;5;1;8;9;59;5;21;SAIn;2
4;2015;5;1;8;9;59;5;21;UPYD;12
4;2015;5;1;8;9;59;5;21;VOX;14
4;2015;5;1;8;9;59;5;22;C's;82
4;2015;5;1;8;9;59;5;22;IMAGINA BUR;81
4;2015;5;1;8;9;59;5;22;PCAS-TC;6
4;2015;5;1;8;9;59;5;22;PP;257
4;2015;5;1;8;9;59;5;22;PSOE;126
4;2015;5;1;8;9;59;5;22;PORBUR;20
4;2015;5;1;8;9;59;5;22;SAIn;7
4;2015;5;1;8;9;59;5;22;UPYD;9
4;2015;5;1;8;9;59;5;22;VOX;20
4;2015;5;1;8;9;59;5;23;C's;73
4;2015;5;1;8;9;59;5;23;IMAGINA BUR;77
4;2015;5;1;8;9;59;5;23;PCAS-TC;6
4;2015;5;1;8;9;59;5;23;PP;207
4;2015;5;1;8;9;59;5;23;PSOE;104
4;2015;5;1;8;9;59;5;23;PORBUR;14
4;2015;5;1;8;9;59;5;23;SAIn;9
4;2015;5;1;8;9;59;5;23;UPYD;11
4;2015;5;1;8;9;59;5;23;VOX;7
4;2015;5;1;8;9;59;5;46;C's;88
4;2015;5;1;8;9;59;5;46;IMAGINA BUR;113
4;2015;5;1;8;9;59;5;46;PCAS-TC;5
4;2015;5;1;8;9;59;5;46;PP;129
4;2015;5;1;8;9;59;5;46;PSOE;134
4;2015;5;1;8;9;59;5;46;PORBUR;17
4;2015;5;1;8;9;59;5;46;SAIn;5
4;2015;5;1;8;9;59;5;46;UPYD;10
4;2015;5;1;8;9;59;5;46;VOX;4
4;2015;5;1;8;9;59;5;47;C's;214
4;2015;5;1;8;9;59;5;47;IMAGINA BUR;339
4;2015;5;1;8;9;59;5;47;PCAS-TC;12
4;2015;5;1;8;9;59;5;47;PP;179
4;2015;5;1;8;9;59;5;47;PSOE;260
4;2015;5;1;8;9;59;5;47;PORBUR;28
4;2015;5;1;8;9;59;5;47;SAIn;8
4;2015;5;1;8;9;59;5;47;UPYD;39
4;2015;5;1;8;9;59;5;47;VOX;12
4;2015;5;1;8;9;59;5;48;C's;89
4;2015;5;1;8;9;59;5;48;IMAGINA BUR;139
4;2015;5;1;8;9;59;5;48;PCAS-TC;2
4;2015;5;1;8;9;59;5;48;PP;150
4;2015;5;1;8;9;59;5;48;PSOE;102
4;2015;5;1;8;9;59;5;48;PORBUR;22
4;2015;5;1;8;9;59;5;48;SAIn;2
4;2015;5;1;8;9;59;5;48;UPYD;10
4;2015;5;1;8;9;59;5;48;VOX;14
4;2015;5;1;8;9;59;9;44;C's;102
4;2015;5;1;8;9;59;9;44;IMAGINA BUR;183
4;2015;5;1;8;9;59;9;44;PCAS-TC;10
4;2015;5;1;8;9;59;9;44;PP;149
4;2015;5;1;8;9;59;9;44;PSOE;180
4;2015;5;1;8;9;59;9;44;PORBUR;19
4;2015;5;1;8;9;59;9;44;SAIn;6
4;2015;5;1;8;9;59;9;44;UPYD;17
4;2015;5;1;8;9;59;9;44;VOX;15
